grid-i,grid-j,lon,lat,class
0,54,12.2023954321,41.9121648759,Fast transit roads and associated land
0,55,12.2023954321,41.9160890754,Fast transit roads and associated land
0,56,12.2023954321,41.9200132748,Fast transit roads and associated land
0,57,12.2023954321,41.9239374743,Fast transit roads and associated land
1,53,12.208705564,41.9082406764,Fast transit roads and associated land
1,54,12.208705564,41.9121648759,Fast transit roads and associated land
1,55,12.208705564,41.9160890754,Fast transit roads and associated land
2,53,12.2150156958,41.9082406764,Fast transit roads and associated land
2,54,12.2150156958,41.9121648759,Fast transit roads and associated land
2,55,12.2150156958,41.9160890754,Fast transit roads and associated land
3,54,12.2213258277,41.9121648759,Fast transit roads and associated land
3,55,12.2213258277,41.9160890754,Fast transit roads and associated land
4,55,12.2276359595,41.9160890754,Fast transit roads and associated land
4,56,12.2276359595,41.9200132748,Fast transit roads and associated land
5,55,12.2339460914,41.9160890754,Fast transit roads and associated land
5,56,12.2339460914,41.9200132748,Fast transit roads and associated land
5,75,12.2339460914,41.9945730647,Other roads and associated land
5,76,12.2339460914,41.9984972642,Other roads and associated land
5,77,12.2339460914,42.0024214636,Other roads and associated land
5,78,12.2339460914,42.0063456631,Other roads and associated land
5,79,12.2339460914,42.0102698626,Other roads and associated land
5,80,12.2339460914,42.014194062,Other roads and associated land
5,81,12.2339460914,42.0181182615,Other roads and associated land
5,82,12.2339460914,42.022042461,Other roads and associated land
5,83,12.2339460914,42.0259666604,Other roads and associated land
5,89,12.2339460914,42.0495118572,Other roads and associated land
5,91,12.2339460914,42.0573602562,Other roads and associated land
6,55,12.2402562232,41.9160890754,Fast transit roads and associated land
6,56,12.2402562232,41.9200132748,Fast transit roads and associated land
6,75,12.2402562232,41.9945730647,Other roads and associated land
6,76,12.2402562232,41.9984972642,Other roads and associated land
6,77,12.2402562232,42.0024214636,Other roads and associated land
6,78,12.2402562232,42.0063456631,Other roads and associated land
6,79,12.2402562232,42.0102698626,Other roads and associated land
6,80,12.2402562232,42.014194062,Other roads and associated land
6,81,12.2402562232,42.0181182615,Other roads and associated land
6,82,12.2402562232,42.022042461,Other roads and associated land
6,84,12.2402562232,42.0298908599,Other roads and associated land
6,85,12.2402562232,42.0338150594,Other roads and associated land
6,86,12.2402562232,42.0377392588,Other roads and associated land
6,89,12.2402562232,42.0495118572,Other roads and associated land
6,90,12.2402562232,42.0534360567,Other roads and associated land
6,91,12.2402562232,42.0573602562,Other roads and associated land
6,94,12.2402562232,42.0691328546,Other roads and associated land
6,95,12.2402562232,42.073057054,Other roads and associated land
6,96,12.2402562232,42.0769812535,Other roads and associated land
7,54,12.2465663551,41.9121648759,Fast transit roads and associated land
7,55,12.2465663551,41.9160890754,Fast transit roads and associated land
7,75,12.2465663551,41.9945730647,Other roads and associated land
7,76,12.2465663551,41.9984972642,Other roads and associated land
7,77,12.2465663551,42.0024214636,Other roads and associated land
7,78,12.2465663551,42.0063456631,Other roads and associated land
7,79,12.2465663551,42.0102698626,Other roads and associated land
7,80,12.2465663551,42.014194062,Other roads and associated land
7,81,12.2465663551,42.0181182615,Other roads and associated land
7,82,12.2465663551,42.022042461,Other roads and associated land
7,83,12.2465663551,42.0259666604,Other roads and associated land
7,84,12.2465663551,42.0298908599,Other roads and associated land
7,85,12.2465663551,42.0338150594,Other roads and associated land
7,87,12.2465663551,42.0416634583,Other roads and associated land
7,88,12.2465663551,42.0455876578,Other roads and associated land
7,89,12.2465663551,42.0495118572,Other roads and associated land
7,90,12.2465663551,42.0534360567,Other roads and associated land
7,91,12.2465663551,42.0573602562,Other roads and associated land
7,95,12.2465663551,42.073057054,Other roads and associated land
7,96,12.2465663551,42.0769812535,Other roads and associated land
8,19,12.2528764869,41.7748178946,Water bodies
8,54,12.2528764869,41.9121648759,Fast transit roads and associated land
8,75,12.2528764869,41.9945730647,Other roads and associated land
8,76,12.2528764869,41.9984972642,Other roads and associated land
8,77,12.2528764869,42.0024214636,Other roads and associated land
8,78,12.2528764869,42.0063456631,Other roads and associated land
8,79,12.2528764869,42.0102698626,Other roads and associated land
8,80,12.2528764869,42.014194062,Other roads and associated land
8,81,12.2528764869,42.0181182615,Other roads and associated land
8,82,12.2528764869,42.022042461,Other roads and associated land
8,83,12.2528764869,42.0259666604,Other roads and associated land
8,84,12.2528764869,42.0298908599,Other roads and associated land
8,85,12.2528764869,42.0338150594,Other roads and associated land
8,86,12.2528764869,42.0377392588,Other roads and associated land
8,87,12.2528764869,42.0416634583,Other roads and associated land
8,88,12.2528764869,42.0455876578,Other roads and associated land
8,89,12.2528764869,42.0495118572,Other roads and associated land
8,90,12.2528764869,42.0534360567,Other roads and associated land
8,91,12.2528764869,42.0573602562,Other roads and associated land
8,92,12.2528764869,42.0612844556,Other roads and associated land
8,93,12.2528764869,42.0652086551,Other roads and associated land
8,94,12.2528764869,42.0691328546,Other roads and associated land
8,95,12.2528764869,42.073057054,Other roads and associated land
8,96,12.2528764869,42.0769812535,Other roads and associated land
8,97,12.2528764869,42.080905453,Other roads and associated land
9,19,12.2591866188,41.7748178946,Water bodies
9,53,12.2591866188,41.9082406764,Fast transit roads and associated land
9,54,12.2591866188,41.9121648759,Fast transit roads and associated land
9,75,12.2591866188,41.9945730647,Other roads and associated land
9,76,12.2591866188,41.9984972642,Other roads and associated land
9,77,12.2591866188,42.0024214636,Other roads and associated land
9,78,12.2591866188,42.0063456631,Other roads and associated land
9,79,12.2591866188,42.0102698626,Other roads and associated land
9,80,12.2591866188,42.014194062,Other roads and associated land
9,81,12.2591866188,42.0181182615,Other roads and associated land
9,83,12.2591866188,42.0259666604,Other roads and associated land
9,84,12.2591866188,42.0298908599,Other roads and associated land
9,85,12.2591866188,42.0338150594,Other roads and associated land
9,86,12.2591866188,42.0377392588,Other roads and associated land
9,87,12.2591866188,42.0416634583,Other roads and associated land
9,88,12.2591866188,42.0455876578,Other roads and associated land
9,90,12.2591866188,42.0534360567,Other roads and associated land
9,91,12.2591866188,42.0573602562,Other roads and associated land
9,92,12.2591866188,42.0612844556,Other roads and associated land
9,93,12.2591866188,42.0652086551,Other roads and associated land
9,94,12.2591866188,42.0691328546,Other roads and associated land
9,95,12.2591866188,42.073057054,Other roads and associated land
9,96,12.2591866188,42.0769812535,Other roads and associated land
9,97,12.2591866188,42.080905453,Other roads and associated land
9,98,12.2591866188,42.0848296524,Other roads and associated land
10,19,12.2654967506,41.7748178946,Water bodies
10,52,12.2654967506,41.904316477,Fast transit roads and associated land
10,53,12.2654967506,41.9082406764,Fast transit roads and associated land
10,77,12.2654967506,42.0024214636,Other roads and associated land
10,79,12.2654967506,42.0102698626,Other roads and associated land
10,80,12.2654967506,42.014194062,Other roads and associated land
10,81,12.2654967506,42.0181182615,Other roads and associated land
10,82,12.2654967506,42.022042461,Other roads and associated land
10,83,12.2654967506,42.0259666604,Other roads and associated land
10,84,12.2654967506,42.0298908599,Other roads and associated land
10,85,12.2654967506,42.0338150594,Other roads and associated land
10,86,12.2654967506,42.0377392588,Other roads and associated land
10,87,12.2654967506,42.0416634583,Other roads and associated land
10,88,12.2654967506,42.0455876578,Other roads and associated land
10,89,12.2654967506,42.0495118572,Other roads and associated land
10,91,12.2654967506,42.0573602562,Other roads and associated land
10,92,12.2654967506,42.0612844556,Other roads and associated land
10,94,12.2654967506,42.0691328546,Other roads and associated land
10,95,12.2654967506,42.073057054,Other roads and associated land
10,96,12.2654967506,42.0769812535,Other roads and associated land
10,97,12.2654967506,42.080905453,Other roads and associated land
10,98,12.2654967506,42.0848296524,Other roads and associated land
11,19,12.2718068825,41.7748178946,Water bodies
11,51,12.2718068825,41.9003922775,Fast transit roads and associated land
11,52,12.2718068825,41.904316477,Fast transit roads and associated land
11,75,12.2718068825,41.9945730647,Other roads and associated land
11,76,12.2718068825,41.9984972642,Other roads and associated land
11,77,12.2718068825,42.0024214636,Other roads and associated land
11,78,12.2718068825,42.0063456631,Other roads and associated land
11,80,12.2718068825,42.014194062,Other roads and associated land
11,81,12.2718068825,42.0181182615,Other roads and associated land
11,82,12.2718068825,42.022042461,Other roads and associated land
11,85,12.2718068825,42.0338150594,Other roads and associated land
11,86,12.2718068825,42.0377392588,Other roads and associated land
11,88,12.2718068825,42.0455876578,Other roads and associated land
11,89,12.2718068825,42.0495118572,Other roads and associated land
11,90,12.2718068825,42.0534360567,Other roads and associated land
11,92,12.2718068825,42.0612844556,Other roads and associated land
11,94,12.2718068825,42.0691328546,Other roads and associated land
11,95,12.2718068825,42.073057054,Other roads and associated land
11,96,12.2718068825,42.0769812535,Other roads and associated land
11,97,12.2718068825,42.080905453,Other roads and associated land
11,98,12.2718068825,42.0848296524,Other roads and associated land
12,14,12.2781170143,41.7551968973,Water bodies
12,16,12.2781170143,41.7630452962,Water bodies
12,17,12.2781170143,41.7669694957,Water bodies
12,18,12.2781170143,41.7708936951,Water bodies
12,19,12.2781170143,41.7748178946,Water bodies
12,20,12.2781170143,41.7787420941,Water bodies
12,21,12.2781170143,41.7826662935,Water bodies
12,22,12.2781170143,41.786590493,Water bodies
12,50,12.2781170143,41.896468078,Fast transit roads and associated land
12,51,12.2781170143,41.9003922775,Fast transit roads and associated land
12,77,12.2781170143,42.0024214636,Other roads and associated land
12,78,12.2781170143,42.0063456631,Other roads and associated land
12,79,12.2781170143,42.0102698626,Other roads and associated land
12,80,12.2781170143,42.014194062,Other roads and associated land
12,81,12.2781170143,42.0181182615,Other roads and associated land
12,82,12.2781170143,42.022042461,Other roads and associated land
12,83,12.2781170143,42.0259666604,Other roads and associated land
12,84,12.2781170143,42.0298908599,Other roads and associated land
12,85,12.2781170143,42.0338150594,Other roads and associated land
12,86,12.2781170143,42.0377392588,Other roads and associated land
12,87,12.2781170143,42.0416634583,Other roads and associated land
12,92,12.2781170143,42.0612844556,Other roads and associated land
12,93,12.2781170143,42.0652086551,Other roads and associated land
12,94,12.2781170143,42.0691328546,Other roads and associated land
12,95,12.2781170143,42.073057054,Other roads and associated land
12,96,12.2781170143,42.0769812535,Other roads and associated land
12,97,12.2781170143,42.080905453,Other roads and associated land
12,98,12.2781170143,42.0848296524,Other roads and associated land
13,14,12.2844271461,41.7551968973,Water bodies
13,15,12.2844271461,41.7591210967,Water bodies
13,16,12.2844271461,41.7630452962,Water bodies
13,21,12.2844271461,41.7826662935,Water bodies
13,22,12.2844271461,41.786590493,Water bodies
13,23,12.2844271461,41.7905146924,Water bodies
13,50,12.2844271461,41.896468078,Fast transit roads and associated land
13,75,12.2844271461,41.9945730647,Other roads and associated land
13,76,12.2844271461,41.9984972642,Other roads and associated land
13,77,12.2844271461,42.0024214636,Other roads and associated land
13,78,12.2844271461,42.0063456631,Other roads and associated land
13,79,12.2844271461,42.0102698626,Other roads and associated land
13,80,12.2844271461,42.014194062,Other roads and associated land
13,81,12.2844271461,42.0181182615,Other roads and associated land
13,82,12.2844271461,42.022042461,Other roads and associated land
13,83,12.2844271461,42.0259666604,Other roads and associated land
13,84,12.2844271461,42.0298908599,Other roads and associated land
13,85,12.2844271461,42.0338150594,Other roads and associated land
13,86,12.2844271461,42.0377392588,Other roads and associated land
13,87,12.2844271461,42.0416634583,Other roads and associated land
13,89,12.2844271461,42.0495118572,Other roads and associated land
13,90,12.2844271461,42.0534360567,Other roads and associated land
13,91,12.2844271461,42.0573602562,Other roads and associated land
13,93,12.2844271461,42.0652086551,Other roads and associated land
13,94,12.2844271461,42.0691328546,Other roads and associated land
13,95,12.2844271461,42.073057054,Other roads and associated land
13,96,12.2844271461,42.0769812535,Other roads and associated land
13,97,12.2844271461,42.080905453,Other roads and associated land
14,23,12.290737278,41.7905146924,Water bodies
14,33,12.290737278,41.8297566871,Railways and associated land
14,49,12.290737278,41.8925438786,Fast transit roads and associated land
14,50,12.290737278,41.896468078,Fast transit roads and associated land
14,74,12.290737278,41.9906488652,Other roads and associated land
14,75,12.290737278,41.9945730647,Other roads and associated land
14,76,12.290737278,41.9984972642,Other roads and associated land
14,77,12.290737278,42.0024214636,Other roads and associated land
