grid-i,grid-j,lon,lat,class
0,49,18.6976740914,47.5407795448,Other roads and associated land
0,50,18.6976740914,47.5462481253,Other roads and associated land
0,51,18.6976740914,47.5517167057,Other roads and associated land
0,52,18.6976740914,47.5571852862,Other roads and associated land
1,48,18.7051779474,47.5353109644,Other roads and associated land
1,49,18.7051779474,47.5407795448,Other roads and associated land
1,50,18.7051779474,47.5462481253,Other roads and associated land
1,51,18.7051779474,47.5517167057,Other roads and associated land
1,52,18.7051779474,47.5571852862,Other roads and associated land
2,43,18.7126818035,47.5079680621,Fast transit roads and associated land
2,48,18.7126818035,47.5353109644,Other roads and associated land
2,49,18.7126818035,47.5407795448,Other roads and associated land
2,50,18.7126818035,47.5462481253,Other roads and associated land
2,51,18.7126818035,47.5517167057,Other roads and associated land
2,52,18.7126818035,47.5571852862,Other roads and associated land
3,41,18.7201856595,47.4970309012,Other roads and associated land
3,43,18.7201856595,47.5079680621,Fast transit roads and associated land
3,44,18.7201856595,47.5134366426,Fast transit roads and associated land
3,47,18.7201856595,47.5298423839,Other roads and associated land
3,48,18.7201856595,47.5353109644,Other roads and associated land
3,49,18.7201856595,47.5407795448,Other roads and associated land
3,50,18.7201856595,47.5462481253,Other roads and associated land
3,51,18.7201856595,47.5517167057,Other roads and associated land
3,52,18.7201856595,47.5571852862,Other roads and associated land
3,53,18.7201856595,47.5626538666,Other roads and associated land
4,41,18.7276895156,47.4970309012,Other roads and associated land
4,44,18.7276895156,47.5134366426,Fast transit roads and associated land
4,46,18.7276895156,47.5243738035,Other roads and associated land
4,47,18.7276895156,47.5298423839,Other roads and associated land
4,48,18.7276895156,47.5353109644,Other roads and associated land
4,49,18.7276895156,47.5407795448,Other roads and associated land
4,50,18.7276895156,47.5462481253,Other roads and associated land
4,51,18.7276895156,47.5517167057,Other roads and associated land
4,52,18.7276895156,47.5571852862,Other roads and associated land
4,53,18.7276895156,47.5626538666,Other roads and associated land
4,54,18.7276895156,47.5681224471,Other roads and associated land
4,55,18.7276895156,47.5735910275,Other roads and associated land
5,40,18.7351933716,47.4915623208,Other roads and associated land
5,41,18.7351933716,47.4970309012,Other roads and associated land
5,42,18.7351933716,47.5024994817,Other roads and associated land
5,43,18.7351933716,47.5079680621,Fast transit roads and associated land
5,44,18.7351933716,47.5134366426,Fast transit roads and associated land
5,45,18.7351933716,47.518905223,Other roads and associated land
5,46,18.7351933716,47.5243738035,Other roads and associated land
5,47,18.7351933716,47.5298423839,Other roads and associated land
5,48,18.7351933716,47.5353109644,Other roads and associated land
5,49,18.7351933716,47.5407795448,Other roads and associated land
5,50,18.7351933716,47.5462481253,Other roads and associated land
5,51,18.7351933716,47.5517167057,Other roads and associated land
5,52,18.7351933716,47.5571852862,Other roads and associated land
5,53,18.7351933716,47.5626538666,Other roads and associated land
5,54,18.7351933716,47.5681224471,Other roads and associated land
5,55,18.7351933716,47.5735910275,Other roads and associated land
6,40,18.7426972277,47.4915623208,Other roads and associated land
6,41,18.7426972277,47.4970309012,Other roads and associated land
6,42,18.7426972277,47.5024994817,Other roads and associated land
6,43,18.7426972277,47.5079680621,Fast transit roads and associated land
6,44,18.7426972277,47.5134366426,Fast transit roads and associated land
6,45,18.7426972277,47.518905223,Other roads and associated land
6,46,18.7426972277,47.5243738035,Other roads and associated land
6,47,18.7426972277,47.5298423839,Other roads and associated land
6,48,18.7426972277,47.5353109644,Other roads and associated land
6,49,18.7426972277,47.5407795448,Other roads and associated land
6,54,18.7426972277,47.5681224471,Other roads and associated land
6,55,18.7426972277,47.5735910275,Other roads and associated land
6,56,18.7426972277,47.579059608,Other roads and associated land
7,40,18.7502010837,47.4915623208,Other roads and associated land
7,41,18.7502010837,47.4970309012,Other roads and associated land
7,42,18.7502010837,47.5024994817,Other roads and associated land
7,43,18.7502010837,47.5079680621,Fast transit roads and associated land
7,44,18.7502010837,47.5134366426,Other roads and associated land
7,45,18.7502010837,47.518905223,Other roads and associated land
7,47,18.7502010837,47.5298423839,Other roads and associated land
7,49,18.7502010837,47.5407795448,Other roads and associated land
7,56,18.7502010837,47.579059608,Other roads and associated land
7,57,18.7502010837,47.5845281884,Other roads and associated land
7,58,18.7502010837,47.5899967689,Other roads and associated land
7,59,18.7502010837,47.5954653493,Other roads and associated land
8,39,18.7577049398,47.4860937403,Other roads and associated land
8,40,18.7577049398,47.4915623208,Other roads and associated land
8,41,18.7577049398,47.4970309012,Other roads and associated land
8,42,18.7577049398,47.5024994817,Other roads and associated land
8,43,18.7577049398,47.5079680621,Fast transit roads and associated land
8,44,18.7577049398,47.5134366426,Other roads and associated land
8,48,18.7577049398,47.5353109644,Other roads and associated land
8,49,18.7577049398,47.5407795448,Other roads and associated land
8,57,18.7577049398,47.5845281884,Other roads and associated land
8,58,18.7577049398,47.5899967689,Other roads and associated land
8,59,18.7577049398,47.5954653493,Other roads and associated land
8,65,18.7577049398,47.628276832,Other roads and associated land
8,66,18.7577049398,47.6337454125,Other roads and associated land
9,24,18.7652087959,47.4040650336,Other roads and associated land
9,39,18.7652087959,47.4860937403,Other roads and associated land
9,40,18.7652087959,47.4915623208,Other roads and associated land
9,41,18.7652087959,47.4970309012,Other roads and associated land
9,42,18.7652087959,47.5024994817,Fast transit roads and associated land
9,43,18.7652087959,47.5079680621,Fast transit roads and associated land
9,44,18.7652087959,47.5134366426,Other roads and associated land
9,48,18.7652087959,47.5353109644,Other roads and associated land
9,56,18.7652087959,47.579059608,Other roads and associated land
9,57,18.7652087959,47.5845281884,Other roads and associated land
9,58,18.7652087959,47.5899967689,Other roads and associated land
9,59,18.7652087959,47.5954653493,Other roads and associated land
9,60,18.7652087959,47.6009339298,Other roads and associated land
9,61,18.7652087959,47.6064025102,Other roads and associated land
9,62,18.7652087959,47.6118710907,Other roads and associated land
9,64,18.7652087959,47.6228082516,Other roads and associated land
9,65,18.7652087959,47.628276832,Other roads and associated land
10,24,18.7727126519,47.4040650336,Other roads and associated land
10,25,18.7727126519,47.4095336141,Other roads and associated land
10,38,18.7727126519,47.4806251599,Other roads and associated land
10,39,18.7727126519,47.4860937403,Other roads and associated land
10,42,18.7727126519,47.5024994817,Fast transit roads and associated land
10,44,18.7727126519,47.5134366426,Other roads and associated land
10,45,18.7727126519,47.518905223,Other roads and associated land
10,48,18.7727126519,47.5353109644,Other roads and associated land
10,56,18.7727126519,47.579059608,Other roads and associated land
10,57,18.7727126519,47.5845281884,Other roads and associated land
10,59,18.7727126519,47.5954653493,Other roads and associated land
10,60,18.7727126519,47.6009339298,Other roads and associated land
10,61,18.7727126519,47.6064025102,Other roads and associated land
10,62,18.7727126519,47.6118710907,Other roads and associated land
10,63,18.7727126519,47.6173396711,Other roads and associated land
10,64,18.7727126519,47.6228082516,Other roads and associated land
10,65,18.7727126519,47.628276832,Other roads and associated land
11,24,18.780216508,47.4040650336,Other roads and associated land
11,25,18.780216508,47.4095336141,Other roads and associated land
11,38,18.780216508,47.4806251599,Other roads and associated land
11,39,18.780216508,47.4860937403,Other roads and associated land
11,42,18.780216508,47.5024994817,Fast transit roads and associated land
11,45,18.780216508,47.518905223,Other roads and associated land
11,46,18.780216508,47.5243738035,Other roads and associated land
11,47,18.780216508,47.5298423839,Other roads and associated land
11,48,18.780216508,47.5353109644,Other roads and associated land
11,55,18.780216508,47.5735910275,Other roads and associated land
11,56,18.780216508,47.579059608,Other roads and associated land
11,62,18.780216508,47.6118710907,Other roads and associated land
11,63,18.780216508,47.6173396711,Other roads and associated land
11,64,18.780216508,47.6228082516,Other roads and associated land
11,65,18.780216508,47.628276832,Other roads and associated land
11,66,18.780216508,47.6337454125,Other roads and associated land
11,67,18.780216508,47.6392139929,Other roads and associated land
11,68,18.780216508,47.6446825734,Other roads and associated land
11,69,18.780216508,47.6501511538,Other roads and associated land
11,71,18.780216508,47.6610883147,Other roads and associated land
11,72,18.780216508,47.6665568952,Other roads and associated land
12,22,18.787720364,47.3931278727,Other roads and associated land
12,23,18.787720364,47.3985964532,Other roads and associated land
12,24,18.787720364,47.4040650336,Other roads and associated land
12,25,18.787720364,47.4095336141,Other roads and associated land
12,34,18.787720364,47.4587508381,Other roads and associated land
12,37,18.787720364,47.4751565794,Other roads and associated land
12,38,18.787720364,47.4806251599,Other roads and associated land
12,39,18.787720364,47.4860937403,Other roads and associated land
12,42,18.787720364,47.5024994817,Fast transit roads and associated land
12,46,18.787720364,47.5243738035,Other roads and associated land
12,47,18.787720364,47.5298423839,Other roads and associated land
12,48,18.787720364,47.5353109644,Other roads and associated land
12,54,18.787720364,47.5681224471,Other roads and associated land
12,55,18.787720364,47.5735910275,Other roads and associated land
12,60,18.787720364,47.6009339298,Forests
12,63,18.787720364,47.6173396711,Other roads and associated land
12,64,18.787720364,47.6228082516,Other roads and associated land
12,65,18.787720364,47.628276832,Other roads and associated land
12,66,18.787720364,47.6337454125,Other roads and associated land
12,67,18.787720364,47.6392139929,Other roads and associated land
12,68,18.787720364,47.6446825734,Other roads and associated land
12,69,18.787720364,47.6501511538,Other roads and associated land
12,70,18.787720364,47.6556197343,Other roads and associated land
12,71,18.787720364,47.6610883147,Other roads and associated land
13,19,18.7952242201,47.3767221314,Other roads and associated land
13,20,18.7952242201,47.3821907118,Other roads and associated land
13,21,18.7952242201,47.3876592923,Other roads and associated land
13,22,18.7952242201,47.3931278727,Other roads and associated land
13,25,18.7952242201,47.4095336141,Other roads and associated land
13,34,18.7952242201,47.4587508381,Other roads and associated land
13,37,18.7952242201,47.4751565794,Other roads and associated land
13,39,18.7952242201,47.4860937403,Other roads and associated land
13,41,18.7952242201,47.4970309012,Fast transit roads and associated land
13,42,18.7952242201,47.5024994817,Fast transit roads and associated land
13,46,18.7952242201,47.5243738035,Other roads and associated land
13,47,18.7952242201,47.5298423839,Other roads and associated land
13,48,18.7952242201,47.5353109644,Other roads and associated land
13,50,18.7952242201,47.5462481253,Other roads and associated land
13,51,18.7952242201,47.5517167057,Other roads and associated land
13,52,18.7952242201,47.5571852862,Other roads and associated land
13,53,18.7952242201,47.5626538666,Other roads and associated land
13,54,18.7952242201,47.5681224471,Other roads and associated land
13,59,18.7952242201,47.5954653493,Forests
13,60,18.7952242201,47.6009339298,Forests
13,61,18.7952242201,47.6064025102,Forests
13,63,18.7952242201,47.6173396711,Other roads and associated land
13,64,18.7952242201,47.6228082516,Other roads and associated land
13,65,18.7952242201,47.628276832,Other roads and associated land
13,66,18.7952242201,47.6337454125,Other roads and associated land
13,67,18.7952242201,47.6392139929,Other roads and associated land
13,68,18.7952242201,47.6446825734,Other roads and associated land
13,69,18.7952242201,47.6501511538,Other roads and associated land
13,70,18.7952242201,47.6556197343,Other roads and associated land
14,20,18.8027280761,47.3821907118,Other roads and associated land
14,25,18.8027280761,47.4095336141,Other roads and associated land
14,26,18.8027280761,47.4150021945,Other roads and associated land
14,30,18.8027280761,47.4368765163,Other roads and associated land
14,31,18.8027280761,47.4423450968,Other roads and associated land
14,33,18.8027280761,47.4532822576,Other roads and associated land
14,34,18.8027280761,47.4587508381,Other roads and associated land
14,35,18.8027280761,47.4642194185,Other roads and associated land
14,36,18.8027280761,47.469687999,Other roads and associated land
14,37,18.8027280761,47.4751565794,Other roads and associated land
14,39,18.8027280761,47.4860937403,Other roads and associated land
14,40,18.8027280761,47.4915623208,Other roads and associated land
14,41,18.8027280761,47.4970309012,Fast transit roads and associated land
14,45,18.8027280761,47.518905223,Other roads and associated land
14,46,18.8027280761,47.5243738035,Other roads and associated land
14,50,18.8027280761,47.5462481253,Other roads and associated land
14,51,18.8027280761,47.5517167057,Other roads and associated land
14,52,18.8027280761,47.5571852862,Other roads and associated land
14,53,18.8027280761,47.5626538666,Other roads and associated land
14,54,18.8027280761,47.5681224471,Other roads and associated land
14,55,18.8027280761,47.5735910275,Other roads and associated land
14,56,18.8027280761,47.579059608,Forests
14,57,18.8027280761,47.5845281884,Forests
14,59,18.8027280761,47.5954653493,Forests
14,60,18.8027280761,47.6009339298,Forests
14,61,18.8027280761,47.6064025102,Forests
14,62,18.8027280761,47.6118710907,Forests
14,64,18.8027280761,47.6228082516,Other roads and associated land
14,65,18.8027280761,47.628276832,Other roads and associated land
14,66,18.8027280761,47.6337454125,Other roads and associated land
14,68,18.8027280761,47.6446825734,Other roads and associated land
14,69,18.8027280761,47.6501511538,Other roads and associated land
