grid-i,grid-j,lon,lat,class
0,50,1.88378957137,41.4523069558,Fast transit roads and associated land
0,51,1.88378957137,41.4560647157,Fast transit roads and associated land
1,51,1.89126668504,41.4560647157,Fast transit roads and associated land
1,52,1.89126668504,41.4598224757,Fast transit roads and associated land
2,52,1.8987437987,41.4598224757,Fast transit roads and associated land
2,53,1.8987437987,41.4635802356,Fast transit roads and associated land
3,53,1.90622091237,41.4635802356,Fast transit roads and associated land
3,55,1.90622091237,41.4710957556,Fast transit roads and associated land
3,56,1.90622091237,41.4748535155,Fast transit roads and associated land
4,53,1.91369802603,41.4635802356,Fast transit roads and associated land
4,54,1.91369802603,41.4673379956,Fast transit roads and associated land
4,55,1.91369802603,41.4710957556,Fast transit roads and associated land
4,56,1.91369802603,41.4748535155,Fast transit roads and associated land
5,12,1.9211751397,41.3095120774,Other roads and associated land
5,13,1.9211751397,41.3132698373,Other roads and associated land
5,14,1.9211751397,41.3170275973,Other roads and associated land
5,16,1.9211751397,41.3245431172,Other roads and associated land
5,17,1.9211751397,41.3283008772,Other roads and associated land
5,18,1.9211751397,41.3320586371,Other roads and associated land
5,19,1.9211751397,41.3358163971,Other roads and associated land
5,20,1.9211751397,41.339574157,Other roads and associated land
5,22,1.9211751397,41.347089677,Other roads and associated land
5,23,1.9211751397,41.3508474369,Other roads and associated land
5,54,1.9211751397,41.4673379956,Fast transit roads and associated land
5,55,1.9211751397,41.4710957556,Fast transit roads and associated land
5,61,1.9211751397,41.4936423153,Other roads and associated land
5,64,1.9211751397,41.5049155952,Other roads and associated land
5,65,1.9211751397,41.5086733551,Other roads and associated land
5,66,1.9211751397,41.5124311151,Other roads and associated land
5,67,1.9211751397,41.516188875,Other roads and associated land
5,68,1.9211751397,41.519946635,Other roads and associated land
5,69,1.9211751397,41.523704395,Other roads and associated land
5,70,1.9211751397,41.5274621549,Other roads and associated land
5,71,1.9211751397,41.5312199149,Other roads and associated land
5,72,1.9211751397,41.5349776748,Other roads and associated land
5,73,1.9211751397,41.5387354348,Other roads and associated land
5,74,1.9211751397,41.5424931947,Other roads and associated land
5,75,1.9211751397,41.5462509547,Other roads and associated land
