grid-i,grid-j,lon,lat,class
0,33,-4.22900804065,40.441071548,Other roads and associated land
0,34,-4.22900804065,40.4472301326,Other roads and associated land
0,35,-4.22900804065,40.4533887172,Other roads and associated land
0,47,-4.22900804065,40.5272917319,Other roads and associated land
0,48,-4.22900804065,40.5334503165,Other roads and associated land
0,52,-4.22900804065,40.5580846548,Other roads and associated land
0,54,-4.22900804065,40.5704018239,Other roads and associated land
0,57,-4.22900804065,40.5888775776,Agricultural + Semi-natural areas + Wetlands
0,58,-4.22900804065,40.5950361622,Agricultural + Semi-natural areas + Wetlands
0,59,-4.22900804065,40.6011947467,Agricultural + Semi-natural areas + Wetlands
1,8,-4.22116061471,40.2871069339,Other roads and associated land
1,9,-4.22116061471,40.2932655185,Other roads and associated land
1,10,-4.22116061471,40.299424103,Other roads and associated land
1,11,-4.22116061471,40.3055826876,Other roads and associated land
1,21,-4.22116061471,40.3671685333,Other roads and associated land
1,22,-4.22116061471,40.3733271178,Other roads and associated land
1,23,-4.22116061471,40.3794857024,Other roads and associated land
1,24,-4.22116061471,40.385644287,Other roads and associated land
1,25,-4.22116061471,40.3918028715,Other roads and associated land
1,29,-4.22116061471,40.4164372098,Other roads and associated land
1,30,-4.22116061471,40.4225957943,Other roads and associated land
1,31,-4.22116061471,40.4287543789,Other roads and associated land
1,32,-4.22116061471,40.4349129635,Other roads and associated land
1,33,-4.22116061471,40.441071548,Other roads and associated land
1,34,-4.22116061471,40.4472301326,Other roads and associated land
1,35,-4.22116061471,40.4533887172,Other roads and associated land
1,36,-4.22116061471,40.4595473017,Other roads and associated land
1,37,-4.22116061471,40.4657058863,Other roads and associated land
1,39,-4.22116061471,40.4780230554,Other roads and associated land
1,48,-4.22116061471,40.5334503165,Other roads and associated land
1,52,-4.22116061471,40.5580846548,Other roads and associated land
1,53,-4.22116061471,40.5642432393,Other roads and associated land
1,54,-4.22116061471,40.5704018239,Other roads and associated land
1,56,-4.22116061471,40.582718993,Agricultural + Semi-natural areas + Wetlands
1,57,-4.22116061471,40.5888775776,Agricultural + Semi-natural areas + Wetlands
1,58,-4.22116061471,40.5950361622,Agricultural + Semi-natural areas + Wetlands
1,59,-4.22116061471,40.6011947467,Agricultural + Semi-natural areas + Wetlands
