grid-i,grid-j,lon,lat,class
0,74,13.1520799114,52.6407888671,Railways and associated land
0,75,13.1520799114,52.6452822354,Railways and associated land
1,75,13.1583235053,52.6452822354,Railways and associated land
2,75,13.1645670992,52.6452822354,Railways and associated land
2,76,13.1645670992,52.6497756037,Railways and associated land
3,76,13.1708106931,52.6497756037,Railways and associated land
3,77,13.1708106931,52.6542689721,Railways and associated land
4,25,13.177054287,52.420613818,Railways and associated land
4,45,13.177054287,52.5104811849,Other roads and associated land
4,46,13.177054287,52.5149745533,Other roads and associated land
4,47,13.177054287,52.5194679216,Other roads and associated land
4,48,13.177054287,52.52396129,Other roads and associated land
4,49,13.177054287,52.5284546583,Other roads and associated land
4,51,13.177054287,52.537441395,Other roads and associated land
4,52,13.177054287,52.5419347634,Other roads and associated land
4,53,13.177054287,52.5464281317,Other roads and associated land
4,54,13.177054287,52.5509215001,Other roads and associated land
4,55,13.177054287,52.5554148684,Other roads and associated land
4,56,13.177054287,52.5599082368,Other roads and associated land
4,57,13.177054287,52.5644016051,Other roads and associated land
4,60,13.177054287,52.5778817102,Other roads and associated land
4,61,13.177054287,52.5823750785,Other roads and associated land
4,66,13.177054287,52.6048419203,Other roads and associated land
4,67,13.177054287,52.6093352886,Other roads and associated land
4,77,13.177054287,52.6542689721,Railways and associated land
5,13,13.1832978809,52.3666933978,Other roads and associated land
5,14,13.1832978809,52.3711867661,Other roads and associated land
5,15,13.1832978809,52.3756801345,Other roads and associated land
5,16,13.1832978809,52.3801735028,Other roads and associated land
5,17,13.1832978809,52.3846668712,Other roads and associated land
5,19,13.1832978809,52.3936536079,Other roads and associated land
5,21,13.1832978809,52.4026403446,Other roads and associated land
5,22,13.1832978809,52.4071337129,Other roads and associated land
5,23,13.1832978809,52.4116270813,Other roads and associated land
5,25,13.1832978809,52.420613818,Railways and associated land
5,26,13.1832978809,52.4251071863,Railways and associated land
5,43,13.1832978809,52.5014944482,Other roads and associated land
5,44,13.1832978809,52.5059878166,Other roads and associated land
5,45,13.1832978809,52.5104811849,Other roads and associated land
5,46,13.1832978809,52.5149745533,Other roads and associated land
5,47,13.1832978809,52.5194679216,Other roads and associated land
5,48,13.1832978809,52.52396129,Other roads and associated land
5,49,13.1832978809,52.5284546583,Other roads and associated land
5,51,13.1832978809,52.537441395,Other roads and associated land
5,52,13.1832978809,52.5419347634,Other roads and associated land
5,53,13.1832978809,52.5464281317,Other roads and associated land
5,54,13.1832978809,52.5509215001,Other roads and associated land
5,55,13.1832978809,52.5554148684,Other roads and associated land
5,56,13.1832978809,52.5599082368,Other roads and associated land
5,57,13.1832978809,52.5644016051,Other roads and associated land
5,59,13.1832978809,52.5733883418,Other roads and associated land
5,60,13.1832978809,52.5778817102,Other roads and associated land
5,67,13.1832978809,52.6093352886,Other roads and associated land
5,77,13.1832978809,52.6542689721,Railways and associated land
5,78,13.1832978809,52.6587623404,Railways and associated land
5,82,13.1832978809,52.6767358138,Railways and associated land
6,10,13.1895414747,52.3532132928,Other roads and associated land
6,11,13.1895414747,52.3577066611,Other roads and associated land
6,12,13.1895414747,52.3622000294,Other roads and associated land
6,13,13.1895414747,52.3666933978,Other roads and associated land
6,14,13.1895414747,52.3711867661,Other roads and associated land
6,15,13.1895414747,52.3756801345,Other roads and associated land
6,16,13.1895414747,52.3801735028,Other roads and associated land
