grid-i,grid-j,lon,lat,class
0,55,12.9729534087,52.5378288629,Railways and associated land
0,56,12.9729534087,52.5427174224,Railways and associated land
0,57,12.9729534087,52.5476059819,Railways and associated land
0,58,12.9729534087,52.5524945414,Railways and associated land
1,57,12.981017474,52.5476059819,Railways and associated land
1,58,12.981017474,52.5524945414,Railways and associated land
1,59,12.981017474,52.5573831008,Railways and associated land
1,60,12.981017474,52.5622716603,Railways and associated land
2,57,12.9890815392,52.5476059819,Railways and associated land
2,59,12.9890815392,52.5573831008,Railways and associated land
2,60,12.9890815392,52.5622716603,Railways and associated land
3,57,12.9971456045,52.5476059819,Railways and associated land
3,60,12.9971456045,52.5622716603,Railways and associated land
3,61,12.9971456045,52.5671602198,Railways and associated land
4,56,13.0052096697,52.5427174224,Railways and associated land
4,57,13.0052096697,52.5476059819,Railways and associated land
4,61,13.0052096697,52.5671602198,Railways and associated land
4,62,13.0052096697,52.5720487793,Railways and associated land
4,64,13.0052096697,52.5818258983,Railways and associated land
5,56,13.013273735,52.5427174224,Railways and associated land
5,57,13.013273735,52.5476059819,Railways and associated land
5,62,13.013273735,52.5720487793,Railways and associated land
5,63,13.013273735,52.5769373388,Railways and associated land
5,64,13.013273735,52.5818258983,Railways and associated land
6,57,13.0213378002,52.5476059819,Railways and associated land
6,63,13.0213378002,52.5769373388,Railways and associated land
6,64,13.0213378002,52.5818258983,Railways and associated land
7,56,13.0294018655,52.5427174224,Railways and associated land
7,57,13.0294018655,52.5476059819,Railways and associated land
7,62,13.0294018655,52.5720487793,Railways and associated land
7,63,13.0294018655,52.5769373388,Railways and associated land
7,64,13.0294018655,52.5818258983,Railways and associated land
7,65,13.0294018655,52.5867144577,Railways and associated land
8,56,13.0374659307,52.5427174224,Railways and associated land
8,57,13.0374659307,52.5476059819,Railways and associated land
8,62,13.0374659307,52.5720487793,Railways and associated land
8,65,13.0374659307,52.5867144577,Railways and associated land
8,66,13.0374659307,52.5916030172,Railways and associated land
9,62,13.045529996,52.5720487793,Railways and associated land
9,66,13.045529996,52.5916030172,Railways and associated land
9,67,13.045529996,52.5964915767,Railways and associated land
10,61,13.0535940612,52.5671602198,Railways and associated land
10,62,13.0535940612,52.5720487793,Railways and associated land
10,67,13.0535940612,52.5964915767,Railways and associated land
11,61,13.0616581265,52.5671602198,Railways and associated land
11,67,13.0616581265,52.5964915767,Railways and associated land
11,68,13.0616581265,52.6013801362,Railways and associated land
12,60,13.0697221917,52.5622716603,Railways and associated land
12,61,13.0697221917,52.5671602198,Railways and associated land
12,68,13.0697221917,52.6013801362,Railways and associated land
12,69,13.0697221917,52.6062686957,Railways and associated land
13,60,13.077786257,52.5622716603,Railways and associated land
